ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10114,45,68.67,6,3090.15,37712,Shipped,2,4,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126,43,65.02,2,2795.86,37769,Shipped,2,5,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small
10140,46,61.99,2,2851.54,37826,Shipped,3,7,2003,Trucks and Buses,60,S18_2432,Furniture,Table,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10151,39,69.28,9,2701.92,37885,Shipped,3,9,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10165,31,71.1,18,2204.1,37916,Shipped,4,10,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10175,41,69.28,7,2840.48,37931,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10184,44,60.16,12,2647.04,37939,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10194,45,70.49,2,3172.05,37950,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,Furniture,Table,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207,37,69.89,13,2585.93,37964,Shipped,4,12,2003,Trucks and Buses,60,S18_2432,Furniture,Table,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10217,35,61.38,2,2148.3,38021,Shipped,1,2,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10229,28,59.55,7,1667.4,38057,Shipped,1,3,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10246,30,61.99,11,1859.7,38112,Shipped,2,5,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10259,30,49.22,10,1476.6,38153,Shipped,2,6,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10271,25,69.28,11,1732,38188,Shipped,3,7,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10281,29,57.73,7,1674.17,38218,Shipped,3,8,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291,26,57.73,2,1500.98,38238,Shipped,3,9,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10305,41,53.48,11,2192.68,38273,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313,34,52.87,5,1797.58,38282,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10322,35,61.21,11,2142.35,38295,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10334,34,61.38,1,2086.92,38310,On Hold,4,11,2004,Trucks and Buses,60,S18_2432,Furniture,Table,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10347,50,100,8,6834.5,38320,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Furniture,Table,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,41,61.99,7,2541.59,38331,Shipped,4,12,2004,Trucks and Buses,60,S18_2432,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10370,22,96.86,7,2130.92,38372,Shipped,1,1,2005,Trucks and Buses,60,S18_2432,Furniture,Table,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10381,35,48.62,7,1701.7,38400,Shipped,1,2,2005,Trucks and Buses,60,S18_2432,Furniture,Table,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10391,44,38.5,5,1694,38420,Shipped,1,3,2005,Trucks and Buses,60,S18_2432,Furniture,Table,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10412,47,61.99,11,2913.53,38475,Shipped,2,5,2005,Trucks and Buses,60,S18_2432,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10425,19,49.22,10,935.18,38503,In Process,2,5,2005,Trucks and Buses,60,S18_2432,Furniture,Table,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10106,34,90.39,2,3073.26,37669,Shipped,1,2,2003,Planes,84,S18_2581,Furniture,Bookshelf,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,29,71.81,8,2082.49,37740,Shipped,2,4,2003,Planes,84,S18_2581,Furniture,Bookshelf,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10133,49,69.27,3,3394.23,37799,Shipped,2,6,2003,Planes,84,S18_2581,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10145,30,85.32,14,2559.6,37858,Shipped,3,8,2003,Planes,84,S18_2581,Furniture,Bookshelf,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10168,21,70.96,9,1490.16,37922,Shipped,4,10,2003,Planes,84,S18_2581,Furniture,Bookshelf,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10210,50,76.88,7,3844,37998,Shipped,1,1,2004,Planes,84,S18_2581,Furniture,Bookshelf,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10223,47,100,9,4724.91,38037,Shipped,1,2,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10235,24,76.03,3,1824.72,38079,Shipped,2,4,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,27,98.84,4,2668.68,38118,Shipped,2,5,2004,Planes,84,S18_2581,Furniture,Bookshelf,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10263,33,86.17,10,2843.61,38166,Shipped,2,6,2004,Planes,84,S18_2581,Furniture,Bookshelf,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,35,90.39,9,3163.65,38191,Shipped,3,7,2004,Planes,84,S18_2581,Furniture,Bookshelf,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10284,31,71.81,1,2226.11,38220,Shipped,3,8,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10297,25,82.79,4,2069.75,38246,Shipped,3,9,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10308,27,82.79,7,2235.33,38275,Shipped,4,10,2004,Planes,84,S18_2581,Furniture,Bookshelf,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,31,100,9,3116.43,38293,Shipped,4,11,2004,Planes,84,S18_2581,Furniture,Bookshelf,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10327,45,100,8,4781.7,38301,Resolved,4,11,2004,Planes,84,S18_2581,Furniture,Bookshelf,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10339,27,100,2,2810.7,38314,Shipped,4,11,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10353,27,100,1,3515.67,38325,Shipped,4,12,2004,Planes,84,S18_2581,Furniture,Bookshelf,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10374,42,69.27,2,2909.34,38385,Shipped,1,2,2005,Planes,84,S18_2581,Furniture,Bookshelf,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10386,21,74.77,18,1570.17,38412,Resolved,1,3,2005,Planes,84,S18_2581,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,34,76.88,15,2613.92,38441,Shipped,1,3,2005,Planes,84,S18_2581,Furniture,Bookshelf,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10401,42,76.03,3,3193.26,38445,On Hold,2,4,2005,Planes,84,S18_2581,Furniture,Bookshelf,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416,15,98.84,4,1482.6,38482,Shipped,2,5,2005,Planes,84,S18_2581,Furniture,Bookshelf,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10107,29,70.87,6,2055.23,37676,Shipped,1,2,2003,Motorcycles,60,S18_2625,Furniture,Table,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10120,46,58.15,4,2674.9,37740,Shipped,2,4,2003,Motorcycles,60,S18_2625,Furniture,Table,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10134,30,61.78,6,1853.4,37803,Shipped,3,7,2003,Motorcycles,60,S18_2625,Furniture,Table,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10145,30,49.67,10,1490.1,37858,Shipped,3,8,2003,Motorcycles,60,S18_2625,Furniture,Table,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10159,42,51.48,18,2162.16,37904,Shipped,4,10,2003,Motorcycles,60,S18_2625,Furniture,Table,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10168,46,61.18,5,2814.28,37922,Shipped,4,10,2003,Motorcycles,60,S18_2625,Furniture,Table,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10180,25,64.2,13,1605,37936,Shipped,4,11,2003,Motorcycles,60,S18_2625,Furniture,Table,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10188,32,65.42,5,2093.44,37943,Shipped,4,11,2003,Motorcycles,60,S18_2625,Furniture,Table,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10201,30,64.81,6,1944.3,37956,Shipped,4,12,2003,Motorcycles,60,S18_2625,Furniture,Table,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10210,40,49.67,3,1986.8,37998,Shipped,1,1,2004,Motorcycles,60,S18_2625,Furniture,Table,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,28,60.57,5,1695.96,38037,Shipped,1,2,2004,Motorcycles,60,S18_2625,Furniture,Table,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10236,23,55.72,2,1281.56,38080,Shipped,2,4,2004,Motorcycles,60,S18_2625,Furniture,Table,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
10251,29,61.18,6,1774.22,38125,Shipped,2,5,2004,Motorcycles,60,S18_2625,Furniture,Table,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small
10263,34,58.75,6,1997.5,38166,Shipped,2,6,2004,Motorcycles,60,S18_2625,Furniture,Table,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,37,63.6,5,2353.2,38191,Shipped,3,7,2004,Motorcycles,60,S18_2625,Furniture,Table,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10285,20,49.06,10,981.2,38226,Shipped,3,8,2004,Motorcycles,60,S18_2625,Furniture,Table,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10298,32,48.46,2,1550.72,38257,Shipped,3,9,2004,Motorcycles,60,S18_2625,Furniture,Table,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small
10308,34,52.09,3,1771.06,38275,Shipped,4,10,2004,Motorcycles,60,S18_2625,Furniture,Table,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,42,52.7,5,2213.4,38293,Shipped,4,11,2004,Motorcycles,60,S18_2625,Furniture,Table,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10329,38,100,12,5266.04,38306,Shipped,4,11,2004,Motorcycles,60,S18_2625,Furniture,Table,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10339,30,62.16,1,1864.8,38314,Shipped,4,11,2004,Motorcycles,60,S18_2625,Furniture,Table,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10362,23,49.67,3,1142.41,38357,Shipped,1,1,2005,Motorcycles,60,S18_2625,Furniture,Table,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10374,22,53.3,4,1172.6,38385,Shipped,1,2,2005,Motorcycles,60,S18_2625,Furniture,Table,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10389,39,100,5,6981,38414,Shipped,1,3,2005,Motorcycles,60,S18_2625,Furniture,Table,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10402,55,55.72,2,3064.6,38449,Shipped,2,4,2005,Motorcycles,60,S18_2625,Furniture,Table,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10417,36,61.18,6,2202.48,38485,Disputed,2,5,2005,Motorcycles,60,S18_2625,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10101,26,100,1,3773.38,37630,Shipped,1,1,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10110,31,100,1,5074.39,37698,Shipped,1,3,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10125,34,100,2,6483.46,37762,Shipped,2,5,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10139,41,100,8,7956.46,37818,Shipped,3,7,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Large
10149,23,100,5,4230.62,37876,Shipped,3,9,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,48,100,3,7209.12,37912,Shipped,4,10,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Large
10173,22,100,7,3452.68,37930,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,21,100,4,3047.73,37937,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10193,22,100,8,3675.32,37946,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10205,40,100,3,7492.4,37958,Shipped,4,12,2003,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10214,50,100,1,9534.5,38012,Shipped,1,1,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large
10227,29,100,4,5579.02,38048,Shipped,1,3,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10244,43,100,8,5950.34,38106,Shipped,2,4,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10255,24,100,1,3726,38142,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10280,22,100,10,4455,38216,Shipped,3,8,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10289,43,100,3,8272.34,38233,Shipped,3,9,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Large
10304,20,100,14,3577.6,38271,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,25,100,11,3881.25,38281,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,36,100,2,5797.44,38295,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10332,24,52.67,1,1264.08,38308,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347,21,100,6,4815.3,38320,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10356,30,100,1,4462.2,38330,Shipped,4,12,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10367,32,94.79,7,3033.28,38364,Resolved,1,1,2005,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10380,21,47.18,8,990.78,38399,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10390,26,78.11,7,2030.86,38415,Shipped,1,3,2005,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10421,35,100,1,5433.75,38501,In Process,2,5,2005,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10109,26,100,1,3157.44,37690,Shipped,1,3,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10123,46,100,3,5161.2,37761,Shipped,2,5,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
10137,37,100,3,4346.76,37812,Shipped,3,7,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10148,27,100,10,3528.36,37875,Shipped,3,9,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161,23,100,9,3187.8,37911,Shipped,4,10,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10172,39,100,7,6023.16,37930,Shipped,4,11,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10181,27,100,3,3884.76,37937,Shipped,4,11,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,38,100,8,4965.84,37945,Shipped,4,11,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204,27,100,14,4169.88,37957,Shipped,4,12,2003,Classic Cars,132,S18_2870,Furniture,Cabinet,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,40,100,7,4910.4,38002,Shipped,1,1,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10226,24,100,5,3231.36,38043,Shipped,1,2,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10241,44,100,12,6853.44,38090,Shipped,2,4,2004,Classic Cars,132,S18_2870,Furniture,Cabinet,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
